Author 1,Author 2,ID 1,ID 2,Affiliation 1,Affiliation 2,Year,DOI,EID,General Areas,Specific Areas,AUID 1,AUID 2
Argel A. Bandala,Jan Anthony Vince V Macatangay,55599317400,56811459200,De La Salle University,De La Salle University,2015,nan,2-s2.0-84940500393,Computer Science Applications; Electrical and Electronic Engineering,COMP; ENGI,AUID-55599317400,AUID-56811459200
Argel A. Bandala,Jorge Emmanuel S Miciano,55599317400,56811501600,De La Salle University,De La Salle University,2015,nan,2-s2.0-84940500393,Computer Science Applications; Electrical and Electronic Engineering,COMP; ENGI,AUID-55599317400,AUID-56811501600
Argel A. Bandala,Maria Lourdes C Sayo,55599317400,56811656900,De La Salle University,De La Salle University,2015,nan,2-s2.0-84940500393,Computer Science Applications; Electrical and Electronic Engineering,COMP; ENGI,AUID-55599317400,AUID-56811656900
Lance Kevin G Apelo,Trizia C. Dimalanta,56811459000,56811714800,De La Salle University,De La Salle University,2015,nan,2-s2.0-84940500393,Computer Science Applications; Electrical and Electronic Engineering,COMP; ENGI,AUID-56811459000,AUID-56811714800
Lance Kevin G Apelo,Jan Anthony Vince V Macatangay,56811459000,56811459200,De La Salle University,De La Salle University,2015,nan,2-s2.0-84940500393,Computer Science Applications; Electrical and Electronic Engineering,COMP; ENGI,AUID-56811459000,AUID-56811459200
Lance Kevin G Apelo,Jorge Emmanuel S Miciano,56811459000,56811501600,De La Salle University,De La Salle University,2015,nan,2-s2.0-84940500393,Computer Science Applications; Electrical and Electronic Engineering,COMP; ENGI,AUID-56811459000,AUID-56811501600
Lance Kevin G Apelo,Maria Lourdes C Sayo,56811459000,56811656900,De La Salle University,De La Salle University,2015,nan,2-s2.0-84940500393,Computer Science Applications; Electrical and Electronic Engineering,COMP; ENGI,AUID-56811459000,AUID-56811656900
Trizia C. Dimalanta,Jan Anthony Vince V Macatangay,56811714800,56811459200,De La Salle University,De La Salle University,2015,nan,2-s2.0-84940500393,Computer Science Applications; Electrical and Electronic Engineering,COMP; ENGI,AUID-56811714800,AUID-56811459200
Trizia C. Dimalanta,Jorge Emmanuel S Miciano,56811714800,56811501600,De La Salle University,De La Salle University,2015,nan,2-s2.0-84940500393,Computer Science Applications; Electrical and Electronic Engineering,COMP; ENGI,AUID-56811714800,AUID-56811501600
Trizia C. Dimalanta,Maria Lourdes C Sayo,56811714800,56811656900,De La Salle University,De La Salle University,2015,nan,2-s2.0-84940500393,Computer Science Applications; Electrical and Electronic Engineering,COMP; ENGI,AUID-56811714800,AUID-56811656900
Jan Anthony Vince V Macatangay,Jorge Emmanuel S Miciano,56811459200,56811501600,De La Salle University,De La Salle University,2015,nan,2-s2.0-84940500393,Computer Science Applications; Electrical and Electronic Engineering,COMP; ENGI,AUID-56811459200,AUID-56811501600
Jan Anthony Vince V Macatangay,Maria Lourdes C Sayo,56811459200,56811656900,De La Salle University,De La Salle University,2015,nan,2-s2.0-84940500393,Computer Science Applications; Electrical and Electronic Engineering,COMP; ENGI,AUID-56811459200,AUID-56811656900
Jorge Emmanuel S Miciano,Maria Lourdes C Sayo,56811501600,56811656900,De La Salle University,De La Salle University,2015,nan,2-s2.0-84940500393,Computer Science Applications; Electrical and Electronic Engineering,COMP; ENGI,AUID-56811501600,AUID-56811656900
Rey Anthony A. Masilang,Melvin K. Cabatuan,56318499900,55515524400,De La Salle University,De La Salle University,2015,nan,2-s2.0-84940502530,Computer Science Applications; Electrical and Electronic Engineering,COMP; ENGI,AUID-56318499900,AUID-55515524400
Rey Anthony A. Masilang,Elmer P. Dadios,56318499900,6602629924,De La Salle University,De La Salle University,2015,nan,2-s2.0-84940502530,Computer Science Applications; Electrical and Electronic Engineering,COMP; ENGI,AUID-56318499900,AUID-6602629924
Rey Anthony A. Masilang,Laurence Gan Lim,56318499900,56042497700,De La Salle University,De La Salle University,2015,nan,2-s2.0-84940502530,Computer Science Applications; Electrical and Electronic Engineering,COMP; ENGI,AUID-56318499900,AUID-56042497700
Melvin K. Cabatuan,Elmer P. Dadios,55515524400,6602629924,De La Salle University,De La Salle University,2015,nan,2-s2.0-84940502530,Computer Science Applications; Electrical and Electronic Engineering,COMP; ENGI,AUID-55515524400,AUID-6602629924
Melvin K. Cabatuan,Laurence Gan Lim,55515524400,56042497700,De La Salle University,De La Salle University,2015,nan,2-s2.0-84940502530,Computer Science Applications; Electrical and Electronic Engineering,COMP; ENGI,AUID-55515524400,AUID-56042497700
Elmer P. Dadios,Laurence Gan Lim,6602629924,56042497700,De La Salle University,De La Salle University,2015,nan,2-s2.0-84940502530,Computer Science Applications; Electrical and Electronic Engineering,COMP; ENGI,AUID-6602629924,AUID-56042497700
Kyle Mc Hale Dela Cruz,John Paul Garcia,57189460692,57199441241,De La Salle University,De La Salle University,2015,nan,2-s2.0-84971225763,Mechanical Engineering; Electrical and Electronic Engineering; Computer Vision and Pattern Recognition,ENGI; COMP,AUID-57189460692,AUID-57199441241
Kyle Mc Hale Dela Cruz,Kristine Ma Dominique F Kalaw,57189460692,56595053900,De La Salle University,De La Salle University,2015,nan,2-s2.0-84971225763,Mechanical Engineering; Electrical and Electronic Engineering; Computer Vision and Pattern Recognition,ENGI; COMP,AUID-57189460692,AUID-56595053900
John Paul Garcia,Kristine Ma Dominique F Kalaw,57199441241,56595053900,De La Salle University,De La Salle University,2015,nan,2-s2.0-84971225763,Mechanical Engineering; Electrical and Electronic Engineering; Computer Vision and Pattern Recognition,ENGI; COMP,AUID-57199441241,AUID-56595053900
Macario O. Cordel,Arnulfo P. Azcarraga,54981663000,6603344705,De La Salle University,De La Salle University,2015,nan,2-s2.0-84939181049,Computer Science (all),COMP,AUID-54981663000,AUID-6603344705
Joenel G. Galupino,Jonathan R. Dungca,56800909000,12241670400,De La Salle University,De La Salle University,2015,nan,2-s2.0-84940062728,Engineering (all),ENGI,AUID-56800909000,AUID-12241670400
John Anthony C. Jose,Melvin K. Cabatuan,56770725300,55515524400,De La Salle University,De La Salle University,2015,nan,2-s2.0-84940501294,Computer Science Applications; Electrical and Electronic Engineering,COMP; ENGI,AUID-56770725300,AUID-55515524400
John Anthony C. Jose,Elmer P. Dadios,56770725300,6602629924,De La Salle University,De La Salle University,2015,nan,2-s2.0-84940501294,Computer Science Applications; Electrical and Electronic Engineering,COMP; ENGI,AUID-56770725300,AUID-6602629924
John Anthony C. Jose,Laurence Gan Lim,56770725300,56042497700,De La Salle University,De La Salle University,2015,nan,2-s2.0-84940501294,Computer Science Applications; Electrical and Electronic Engineering,COMP; ENGI,AUID-56770725300,AUID-56042497700
Melvin K. Cabatuan,Elmer P. Dadios,55515524400,6602629924,De La Salle University,De La Salle University,2015,nan,2-s2.0-84940501294,Computer Science Applications; Electrical and Electronic Engineering,COMP; ENGI,AUID-55515524400,AUID-6602629924
Melvin K. Cabatuan,Laurence Gan Lim,55515524400,56042497700,De La Salle University,De La Salle University,2015,nan,2-s2.0-84940501294,Computer Science Applications; Electrical and Electronic Engineering,COMP; ENGI,AUID-55515524400,AUID-56042497700
Elmer P. Dadios,Laurence Gan Lim,6602629924,56042497700,De La Salle University,De La Salle University,2015,nan,2-s2.0-84940501294,Computer Science Applications; Electrical and Electronic Engineering,COMP; ENGI,AUID-6602629924,AUID-56042497700
Leah Gustilo,Minie Rose C Lapinid,36504125400,35559052800,De La Salle University,De La Salle University,2015,nan,2-s2.0-84946908757,Engineering (all); Environmental Science (all); Computer Science (all); Energy (all); Mathematics (all); Health (social science); Education,ENGI; ENVI; COMP; ENER; MATH; SOCI,AUID-36504125400,AUID-35559052800
Leah Gustilo,Jessie S. Barrot,36504125400,55662587500,De La Salle University,De La Salle University,2015,nan,2-s2.0-84946908757,Engineering (all); Environmental Science (all); Computer Science (all); Energy (all); Mathematics (all); Health (social science); Education,ENGI; ENVI; COMP; ENER; MATH; SOCI,AUID-36504125400,AUID-55662587500
Leah Gustilo,Mari Karen Lebumfacil Gabinete,36504125400,56958443800,De La Salle University,De La Salle University,2015,nan,2-s2.0-84946908757,Engineering (all); Environmental Science (all); Computer Science (all); Energy (all); Mathematics (all); Health (social science); Education,ENGI; ENVI; COMP; ENER; MATH; SOCI,AUID-36504125400,AUID-56958443800
Leah Gustilo,Carlo P. Magno,36504125400,35243089000,De La Salle University,De La Salle University,2015,nan,2-s2.0-84946908757,Engineering (all); Environmental Science (all); Computer Science (all); Energy (all); Mathematics (all); Health (social science); Education,ENGI; ENVI; COMP; ENER; MATH; SOCI,AUID-36504125400,AUID-35243089000
Leah Gustilo,Abdul Jhariel M Osman,36504125400,56957742400,De La Salle University,De La Salle University,2015,nan,2-s2.0-84946908757,Engineering (all); Environmental Science (all); Computer Science (all); Energy (all); Mathematics (all); Health (social science); Education,ENGI; ENVI; COMP; ENER; MATH; SOCI,AUID-36504125400,AUID-56957742400
Minie Rose C Lapinid,Jessie S. Barrot,35559052800,55662587500,De La Salle University,De La Salle University,2015,nan,2-s2.0-84946908757,Engineering (all); Environmental Science (all); Computer Science (all); Energy (all); Mathematics (all); Health (social science); Education,ENGI; ENVI; COMP; ENER; MATH; SOCI,AUID-35559052800,AUID-55662587500
Minie Rose C Lapinid,Mari Karen Lebumfacil Gabinete,35559052800,56958443800,De La Salle University,De La Salle University,2015,nan,2-s2.0-84946908757,Engineering (all); Environmental Science (all); Computer Science (all); Energy (all); Mathematics (all); Health (social science); Education,ENGI; ENVI; COMP; ENER; MATH; SOCI,AUID-35559052800,AUID-56958443800
Minie Rose C Lapinid,Carlo P. Magno,35559052800,35243089000,De La Salle University,De La Salle University,2015,nan,2-s2.0-84946908757,Engineering (all); Environmental Science (all); Computer Science (all); Energy (all); Mathematics (all); Health (social science); Education,ENGI; ENVI; COMP; ENER; MATH; SOCI,AUID-35559052800,AUID-35243089000
Minie Rose C Lapinid,Abdul Jhariel M Osman,35559052800,56957742400,De La Salle University,De La Salle University,2015,nan,2-s2.0-84946908757,Engineering (all); Environmental Science (all); Computer Science (all); Energy (all); Mathematics (all); Health (social science); Education,ENGI; ENVI; COMP; ENER; MATH; SOCI,AUID-35559052800,AUID-56957742400
Jessie S. Barrot,Mari Karen Lebumfacil Gabinete,55662587500,56958443800,De La Salle University,De La Salle University,2015,nan,2-s2.0-84946908757,Engineering (all); Environmental Science (all); Computer Science (all); Energy (all); Mathematics (all); Health (social science); Education,ENGI; ENVI; COMP; ENER; MATH; SOCI,AUID-55662587500,AUID-56958443800
Jessie S. Barrot,Carlo P. Magno,55662587500,35243089000,De La Salle University,De La Salle University,2015,nan,2-s2.0-84946908757,Engineering (all); Environmental Science (all); Computer Science (all); Energy (all); Mathematics (all); Health (social science); Education,ENGI; ENVI; COMP; ENER; MATH; SOCI,AUID-55662587500,AUID-35243089000
Jessie S. Barrot,Abdul Jhariel M Osman,55662587500,56957742400,De La Salle University,De La Salle University,2015,nan,2-s2.0-84946908757,Engineering (all); Environmental Science (all); Computer Science (all); Energy (all); Mathematics (all); Health (social science); Education,ENGI; ENVI; COMP; ENER; MATH; SOCI,AUID-55662587500,AUID-56957742400
Mari Karen Lebumfacil Gabinete,Carlo P. Magno,56958443800,35243089000,De La Salle University,De La Salle University,2015,nan,2-s2.0-84946908757,Engineering (all); Environmental Science (all); Computer Science (all); Energy (all); Mathematics (all); Health (social science); Education,ENGI; ENVI; COMP; ENER; MATH; SOCI,AUID-56958443800,AUID-35243089000
Mari Karen Lebumfacil Gabinete,Abdul Jhariel M Osman,56958443800,56957742400,De La Salle University,De La Salle University,2015,nan,2-s2.0-84946908757,Engineering (all); Environmental Science (all); Computer Science (all); Energy (all); Mathematics (all); Health (social science); Education,ENGI; ENVI; COMP; ENER; MATH; SOCI,AUID-56958443800,AUID-56957742400
Carlo P. Magno,Abdul Jhariel M Osman,35243089000,56957742400,De La Salle University,De La Salle University,2015,nan,2-s2.0-84946908757,Engineering (all); Environmental Science (all); Computer Science (all); Energy (all); Mathematics (all); Health (social science); Education,ENGI; ENVI; COMP; ENER; MATH; SOCI,AUID-35243089000,AUID-56957742400
Rhett Jason C Buzon,Louis Timothy D Dumlao,57189463306,57189470372,De La Salle University,De La Salle University,2015,nan,2-s2.0-84971291504,Mechanical Engineering; Electrical and Electronic Engineering; Computer Vision and Pattern Recognition,ENGI; COMP,AUID-57189463306,AUID-57189470372
Rhett Jason C Buzon,Micaela Angela C Mangubat,57189463306,57189459168,De La Salle University,De La Salle University,2015,nan,2-s2.0-84971291504,Mechanical Engineering; Electrical and Electronic Engineering; Computer Vision and Pattern Recognition,ENGI; COMP,AUID-57189463306,AUID-57189459168
Rhett Jason C Buzon,Jan Robert D Villarosa,57189463306,57189466556,De La Salle University,De La Salle University,2015,nan,2-s2.0-84971291504,Mechanical Engineering; Electrical and Electronic Engineering; Computer Vision and Pattern Recognition,ENGI; COMP,AUID-57189463306,AUID-57189466556
Rhett Jason C Buzon,Briane Paul V. Samson,57189463306,56487306700,De La Salle University,De La Salle University,2015,nan,2-s2.0-84971291504,Mechanical Engineering; Electrical and Electronic Engineering; Computer Vision and Pattern Recognition,ENGI; COMP,AUID-57189463306,AUID-56487306700
Louis Timothy D Dumlao,Micaela Angela C Mangubat,57189470372,57189459168,De La Salle University,De La Salle University,2015,nan,2-s2.0-84971291504,Mechanical Engineering; Electrical and Electronic Engineering; Computer Vision and Pattern Recognition,ENGI; COMP,AUID-57189470372,AUID-57189459168
Louis Timothy D Dumlao,Jan Robert D Villarosa,57189470372,57189466556,De La Salle University,De La Salle University,2015,nan,2-s2.0-84971291504,Mechanical Engineering; Electrical and Electronic Engineering; Computer Vision and Pattern Recognition,ENGI; COMP,AUID-57189470372,AUID-57189466556
Louis Timothy D Dumlao,Briane Paul V. Samson,57189470372,56487306700,De La Salle University,De La Salle University,2015,nan,2-s2.0-84971291504,Mechanical Engineering; Electrical and Electronic Engineering; Computer Vision and Pattern Recognition,ENGI; COMP,AUID-57189470372,AUID-56487306700
Micaela Angela C Mangubat,Jan Robert D Villarosa,57189459168,57189466556,De La Salle University,De La Salle University,2015,nan,2-s2.0-84971291504,Mechanical Engineering; Electrical and Electronic Engineering; Computer Vision and Pattern Recognition,ENGI; COMP,AUID-57189459168,AUID-57189466556
Micaela Angela C Mangubat,Briane Paul V. Samson,57189459168,56487306700,De La Salle University,De La Salle University,2015,nan,2-s2.0-84971291504,Mechanical Engineering; Electrical and Electronic Engineering; Computer Vision and Pattern Recognition,ENGI; COMP,AUID-57189459168,AUID-56487306700
Jan Robert D Villarosa,Briane Paul V. Samson,57189466556,56487306700,De La Salle University,De La Salle University,2015,nan,2-s2.0-84971291504,Mechanical Engineering; Electrical and Electronic Engineering; Computer Vision and Pattern Recognition,ENGI; COMP,AUID-57189466556,AUID-56487306700
Ma Luisa C Delayco,Hazel T. Biana,56503979100,56503894700,De La Salle University,De La Salle University,2015,nan,2-s2.0-84922217437,"Accounting; Marketing; Strategy and Management; Economics, Econometrics and Finance (all)",BUSI; ECON,AUID-56503979100,AUID-56503894700
Roberto Basil E Cruz,Marvin T. Suangco,57189468955,57189459293,De La Salle University,De La Salle University,2015,nan,2-s2.0-84971273433,Mechanical Engineering; Electrical and Electronic Engineering; Computer Vision and Pattern Recognition,ENGI; COMP,AUID-57189468955,AUID-57189459293
Roberto Basil E Cruz,Darren Karl A Sapalo,57189468955,57189463606,De La Salle University,De La Salle University,2015,nan,2-s2.0-84971273433,Mechanical Engineering; Electrical and Electronic Engineering; Computer Vision and Pattern Recognition,ENGI; COMP,AUID-57189468955,AUID-57189463606
Roberto Basil E Cruz,Danielstanley Tan,57189468955,56770605200,De La Salle University,De La Salle University,2015,nan,2-s2.0-84971273433,Mechanical Engineering; Electrical and Electronic Engineering; Computer Vision and Pattern Recognition,ENGI; COMP,AUID-57189468955,AUID-56770605200
Marvin T. Suangco,Darren Karl A Sapalo,57189459293,57189463606,De La Salle University,De La Salle University,2015,nan,2-s2.0-84971273433,Mechanical Engineering; Electrical and Electronic Engineering; Computer Vision and Pattern Recognition,ENGI; COMP,AUID-57189459293,AUID-57189463606
Marvin T. Suangco,Danielstanley Tan,57189459293,56770605200,De La Salle University,De La Salle University,2015,nan,2-s2.0-84971273433,Mechanical Engineering; Electrical and Electronic Engineering; Computer Vision and Pattern Recognition,ENGI; COMP,AUID-57189459293,AUID-56770605200
Darren Karl A Sapalo,Danielstanley Tan,57189463606,56770605200,De La Salle University,De La Salle University,2015,nan,2-s2.0-84971273433,Mechanical Engineering; Electrical and Electronic Engineering; Computer Vision and Pattern Recognition,ENGI; COMP,AUID-57189463606,AUID-56770605200
Argel A. Bandala,Allimzon M. Lim,55599317400,55976239300,De La Salle University,De La Salle University,2015,nan,2-s2.0-84940560854,Electrical and Electronic Engineering; Computer Science Applications,ENGI; COMP,AUID-55599317400,AUID-55976239300
Argel A. Bandala,Mark Anthony D Cai,55599317400,55975708200,De La Salle University,De La Salle University,2015,nan,2-s2.0-84940560854,Electrical and Electronic Engineering; Computer Science Applications,ENGI; COMP,AUID-55599317400,AUID-55975708200
Argel A. Bandala,Allan Jeffrey C Bacar,55599317400,55975575900,De La Salle University,De La Salle University,2015,nan,2-s2.0-84940560854,Electrical and Electronic Engineering; Computer Science Applications,ENGI; COMP,AUID-55599317400,AUID-55975575900
Argel A. Bandala,Aynna Claudine G Mañosca,55599317400,56811623100,De La Salle University,De La Salle University,2015,nan,2-s2.0-84940560854,Electrical and Electronic Engineering; Computer Science Applications,ENGI; COMP,AUID-55599317400,AUID-56811623100
Allimzon M. Lim,Mark Anthony D Cai,55976239300,55975708200,De La Salle University,De La Salle University,2015,nan,2-s2.0-84940560854,Electrical and Electronic Engineering; Computer Science Applications,ENGI; COMP,AUID-55976239300,AUID-55975708200
Allimzon M. Lim,Allan Jeffrey C Bacar,55976239300,55975575900,De La Salle University,De La Salle University,2015,nan,2-s2.0-84940560854,Electrical and Electronic Engineering; Computer Science Applications,ENGI; COMP,AUID-55976239300,AUID-55975575900
Allimzon M. Lim,Aynna Claudine G Mañosca,55976239300,56811623100,De La Salle University,De La Salle University,2015,nan,2-s2.0-84940560854,Electrical and Electronic Engineering; Computer Science Applications,ENGI; COMP,AUID-55976239300,AUID-56811623100
Mark Anthony D Cai,Allan Jeffrey C Bacar,55975708200,55975575900,De La Salle University,De La Salle University,2015,nan,2-s2.0-84940560854,Electrical and Electronic Engineering; Computer Science Applications,ENGI; COMP,AUID-55975708200,AUID-55975575900
Mark Anthony D Cai,Aynna Claudine G Mañosca,55975708200,56811623100,De La Salle University,De La Salle University,2015,nan,2-s2.0-84940560854,Electrical and Electronic Engineering; Computer Science Applications,ENGI; COMP,AUID-55975708200,AUID-56811623100
Allan Jeffrey C Bacar,Aynna Claudine G Mañosca,55975575900,56811623100,De La Salle University,De La Salle University,2015,nan,2-s2.0-84940560854,Electrical and Electronic Engineering; Computer Science Applications,ENGI; COMP,AUID-55975575900,AUID-56811623100
Maricar S. Prudente,Socorro E. Aguja,6602077243,56798594800,De La Salle University,De La Salle University,2015,nan,2-s2.0-84946915212,Health (social science); Computer Science (all); Education; Mathematics (all); Environmental Science (all); Engineering (all); Energy (all),SOCI; COMP; MATH; ENVI; ENGI; ENER,AUID-6602077243,AUID-56798594800
Maricar S. Prudente,Jovito C. Anito,6602077243,56958627400,De La Salle University,De La Salle University,2015,nan,2-s2.0-84946915212,Health (social science); Computer Science (all); Education; Mathematics (all); Environmental Science (all); Engineering (all); Energy (all),SOCI; COMP; MATH; ENVI; ENGI; ENER,AUID-6602077243,AUID-56958627400
Socorro E. Aguja,Jovito C. Anito,56798594800,56958627400,De La Salle University,De La Salle University,2015,nan,2-s2.0-84946915212,Health (social science); Computer Science (all); Education; Mathematics (all); Environmental Science (all); Engineering (all); Energy (all),SOCI; COMP; MATH; ENVI; ENGI; ENER,AUID-56798594800,AUID-56958627400
Jeffrey Garcia,Jo Rupert Copiaco,56288487800,57200138546,De La Salle University,De La Salle University,2015,nan,2-s2.0-85039920797,Computer Science Applications; Human-Computer Interaction; Education,COMP; SOCI,AUID-56288487800,AUID-57200138546
Jeffrey Garcia,John Philips Nufable,56288487800,57200140306,De La Salle University,De La Salle University,2015,nan,2-s2.0-85039920797,Computer Science Applications; Human-Computer Interaction; Education,COMP; SOCI,AUID-56288487800,AUID-57200140306
Jeffrey Garcia,Francis Amoranto,56288487800,57200138552,De La Salle University,De La Salle University,2015,nan,2-s2.0-85039920797,Computer Science Applications; Human-Computer Interaction; Education,COMP; SOCI,AUID-56288487800,AUID-57200138552
Jeffrey Garcia,Judith J. Azcarraga,56288487800,54392559600,De La Salle University,De La Salle University,2015,nan,2-s2.0-85039920797,Computer Science Applications; Human-Computer Interaction; Education,COMP; SOCI,AUID-56288487800,AUID-54392559600
Jo Rupert Copiaco,John Philips Nufable,57200138546,57200140306,De La Salle University,De La Salle University,2015,nan,2-s2.0-85039920797,Computer Science Applications; Human-Computer Interaction; Education,COMP; SOCI,AUID-57200138546,AUID-57200140306
Jo Rupert Copiaco,Francis Amoranto,57200138546,57200138552,De La Salle University,De La Salle University,2015,nan,2-s2.0-85039920797,Computer Science Applications; Human-Computer Interaction; Education,COMP; SOCI,AUID-57200138546,AUID-57200138552
Jo Rupert Copiaco,Judith J. Azcarraga,57200138546,54392559600,De La Salle University,De La Salle University,2015,nan,2-s2.0-85039920797,Computer Science Applications; Human-Computer Interaction; Education,COMP; SOCI,AUID-57200138546,AUID-54392559600
John Philips Nufable,Francis Amoranto,57200140306,57200138552,De La Salle University,De La Salle University,2015,nan,2-s2.0-85039920797,Computer Science Applications; Human-Computer Interaction; Education,COMP; SOCI,AUID-57200140306,AUID-57200138552
John Philips Nufable,Judith J. Azcarraga,57200140306,54392559600,De La Salle University,De La Salle University,2015,nan,2-s2.0-85039920797,Computer Science Applications; Human-Computer Interaction; Education,COMP; SOCI,AUID-57200140306,AUID-54392559600
Francis Amoranto,Judith J. Azcarraga,57200138552,54392559600,De La Salle University,De La Salle University,2015,nan,2-s2.0-85039920797,Computer Science Applications; Human-Computer Interaction; Education,COMP; SOCI,AUID-57200138552,AUID-54392559600
Melissa Lopez Reyes,Katrina Fernando Resurreccion,49962234800,56479364900,De La Salle University,De La Salle University,2015,nan,2-s2.0-84954485140,History; Social Sciences (all),ARTS; SOCI,AUID-49962234800,AUID-56479364900
Patrick Von Angelo V. Atienza,Hans Jefferson L. Lim,57189455904,57189456932,De La Salle University,De La Salle University,2015,nan,2-s2.0-84971281701,Mechanical Engineering; Electrical and Electronic Engineering; Computer Vision and Pattern Recognition,ENGI; COMP,AUID-57189455904,AUID-57189456932
Patrick Von Angelo V. Atienza,Patrick T. Lo,57189455904,57189464338,De La Salle University,De La Salle University,2015,nan,2-s2.0-84971281701,Mechanical Engineering; Electrical and Electronic Engineering; Computer Vision and Pattern Recognition,ENGI; COMP,AUID-57189455904,AUID-57189464338
Patrick Von Angelo V. Atienza,Jan Mercadejas,57189455904,57189470744,De La Salle University,De La Salle University,2015,nan,2-s2.0-84971281701,Mechanical Engineering; Electrical and Electronic Engineering; Computer Vision and Pattern Recognition,ENGI; COMP,AUID-57189455904,AUID-57189470744
Patrick Von Angelo V. Atienza,Clement Y. Ong,57189455904,57189455661,De La Salle University,De La Salle University,2015,nan,2-s2.0-84971281701,Mechanical Engineering; Electrical and Electronic Engineering; Computer Vision and Pattern Recognition,ENGI; COMP,AUID-57189455904,AUID-57189455661
Hans Jefferson L. Lim,Patrick T. Lo,57189456932,57189464338,De La Salle University,De La Salle University,2015,nan,2-s2.0-84971281701,Mechanical Engineering; Electrical and Electronic Engineering; Computer Vision and Pattern Recognition,ENGI; COMP,AUID-57189456932,AUID-57189464338
Hans Jefferson L. Lim,Jan Mercadejas,57189456932,57189470744,De La Salle University,De La Salle University,2015,nan,2-s2.0-84971281701,Mechanical Engineering; Electrical and Electronic Engineering; Computer Vision and Pattern Recognition,ENGI; COMP,AUID-57189456932,AUID-57189470744
Hans Jefferson L. Lim,Clement Y. Ong,57189456932,57189455661,De La Salle University,De La Salle University,2015,nan,2-s2.0-84971281701,Mechanical Engineering; Electrical and Electronic Engineering; Computer Vision and Pattern Recognition,ENGI; COMP,AUID-57189456932,AUID-57189455661
Patrick T. Lo,Jan Mercadejas,57189464338,57189470744,De La Salle University,De La Salle University,2015,nan,2-s2.0-84971281701,Mechanical Engineering; Electrical and Electronic Engineering; Computer Vision and Pattern Recognition,ENGI; COMP,AUID-57189464338,AUID-57189470744
Patrick T. Lo,Clement Y. Ong,57189464338,57189455661,De La Salle University,De La Salle University,2015,nan,2-s2.0-84971281701,Mechanical Engineering; Electrical and Electronic Engineering; Computer Vision and Pattern Recognition,ENGI; COMP,AUID-57189464338,AUID-57189455661
Jan Mercadejas,Clement Y. Ong,57189470744,57189455661,De La Salle University,De La Salle University,2015,nan,2-s2.0-84971281701,Mechanical Engineering; Electrical and Electronic Engineering; Computer Vision and Pattern Recognition,ENGI; COMP,AUID-57189470744,AUID-57189455661
Shirley Tiong Palisoc,Michelle Tiamzon Natividad,56310939000,56310158800,De La Salle University,De La Salle University,2015,nan,2-s2.0-84938409624,"Electronic, Optical and Magnetic Materials; Electrical and Electronic Engineering",MATE; ENGI,AUID-56310939000,AUID-56310158800
Shirley Tiong Palisoc,Frumencio F. Co,56310939000,39961413200,De La Salle University,De La Salle University,2015,nan,2-s2.0-84938409624,"Electronic, Optical and Magnetic Materials; Electrical and Electronic Engineering",MATE; ENGI,AUID-56310939000,AUID-39961413200
Shirley Tiong Palisoc,Kevin Anthony Y. Kaw,56310939000,56747952100,De La Salle University,De La Salle University,2015,nan,2-s2.0-84938409624,"Electronic, Optical and Magnetic Materials; Electrical and Electronic Engineering",MATE; ENGI,AUID-56310939000,AUID-56747952100
Michelle Tiamzon Natividad,Frumencio F. Co,56310158800,39961413200,De La Salle University,De La Salle University,2015,nan,2-s2.0-84938409624,"Electronic, Optical and Magnetic Materials; Electrical and Electronic Engineering",MATE; ENGI,AUID-56310158800,AUID-39961413200
Michelle Tiamzon Natividad,Kevin Anthony Y. Kaw,56310158800,56747952100,De La Salle University,De La Salle University,2015,nan,2-s2.0-84938409624,"Electronic, Optical and Magnetic Materials; Electrical and Electronic Engineering",MATE; ENGI,AUID-56310158800,AUID-56747952100
Frumencio F. Co,Kevin Anthony Y. Kaw,39961413200,56747952100,De La Salle University,De La Salle University,2015,nan,2-s2.0-84938409624,"Electronic, Optical and Magnetic Materials; Electrical and Electronic Engineering",MATE; ENGI,AUID-39961413200,AUID-56747952100
Leah Gustilo,Carlo P. Magno,36504125400,35243089000,De La Salle University,De La Salle University,2015,nan,2-s2.0-84937435281,Language and Linguistics; Linguistics and Language; Literature and Literary Theory,ARTS; SOCI,AUID-36504125400,AUID-35243089000
Jessa Fidel Montejo,Juan Arturo Burgos Mondonedo,56514985400,56515452500,De La Salle University,De La Salle University,2015,nan,2-s2.0-84922750624,"Biochemistry, Genetics and Molecular Biology (miscellaneous)",BIOC,AUID-56514985400,AUID-56515452500
Jessa Fidel Montejo,Matthew Genesis Aguila Lee,56514985400,56514280000,De La Salle University,De La Salle University,2015,nan,2-s2.0-84922750624,"Biochemistry, Genetics and Molecular Biology (miscellaneous)",BIOC,AUID-56514985400,AUID-56514280000
Jessa Fidel Montejo,Michael Bagui Ples,56514985400,55791389100,De La Salle University,De La Salle University,2015,nan,2-s2.0-84922750624,"Biochemistry, Genetics and Molecular Biology (miscellaneous)",BIOC,AUID-56514985400,AUID-55791389100
Jessa Fidel Montejo,Rodel Jonathan Santos Vitor,56514985400,56000625100,De La Salle University,De La Salle University,2015,nan,2-s2.0-84922750624,"Biochemistry, Genetics and Molecular Biology (miscellaneous)",BIOC,AUID-56514985400,AUID-56000625100
