address,affiliation-name,city,country,dc:identifier,prism:url
"Foundation Building, Brownlow Hill",University of Liverpool,Liverpool,United Kingdom,AFFILIATION_ID:60020661,https://api.elsevier.com/content/affiliation/affiliation_id/60020661
"Avenida Dante Pazzanese, 500",Instituto Dante Pazzanese de Cardiologia,Sao Paulo,Brazil,AFFILIATION_ID:60020705,https://api.elsevier.com/content/affiliation/affiliation_id/60020705
1677-1 Yoshida,Yamaguchi University,Yamaguchi,Japan,AFFILIATION_ID:60020739,https://api.elsevier.com/content/affiliation/affiliation_id/60020739
"735 State Street, Suite 300",National Center for Ecological Analysis and Synthesis,Santa Barbara,United States,AFFILIATION_ID:60020760,https://api.elsevier.com/content/affiliation/affiliation_id/60020760
,Örebro Läns Landsting,Orebro,Sweden,AFFILIATION_ID:60020779,https://api.elsevier.com/content/affiliation/affiliation_id/60020779
,Feinstein Institute for Medical Research,Manhasset,United States,AFFILIATION_ID:60020804,https://api.elsevier.com/content/affiliation/affiliation_id/60020804
"Sturt Road, Bedford Park",Flinders University,Adelaide,Australia,AFFILIATION_ID:60020828,https://api.elsevier.com/content/affiliation/affiliation_id/60020828
"50 Irwon-Dong, Gangnam-Gu","Samsung Medical Center, Sungkyunkwan University",Seoul,South Korea,AFFILIATION_ID:60020857,https://api.elsevier.com/content/affiliation/affiliation_id/60020857
1 Yixue Yuan Road,Chongqing Medical University,Chongqing,China,AFFILIATION_ID:60020870,https://api.elsevier.com/content/affiliation/affiliation_id/60020870
2201 C Street NW,United States Department of State,"Washington, D.C.",United States,AFFILIATION_ID:60020872,https://api.elsevier.com/content/affiliation/affiliation_id/60020872
Pembroke Place,Liverpool School of Tropical Medicine,Liverpool,United Kingdom,AFFILIATION_ID:60020934,https://api.elsevier.com/content/affiliation/affiliation_id/60020934
75-59 263rd St,The Zucker Hillside Hospital,New York,United States,AFFILIATION_ID:60020942,https://api.elsevier.com/content/affiliation/affiliation_id/60020942
"PI. Kurchatova, 1","National Research Centre ""Kurchatov Institute""",Moscow,Russian Federation,AFFILIATION_ID:60020943,https://api.elsevier.com/content/affiliation/affiliation_id/60020943
18111 Nordhoff Street,"California State University, Northridge",Northridge,United States,AFFILIATION_ID:60020975,https://api.elsevier.com/content/affiliation/affiliation_id/60020975
Sultan Ibrahim Chancellery Building,Universiti Teknologi Malaysia,Johor Bahru,Malaysia,AFFILIATION_ID:60021005,https://api.elsevier.com/content/affiliation/affiliation_id/60021005
,"Santa Maria Hospital, Lisbon",Lisbon,Portugal,AFFILIATION_ID:60021007,https://api.elsevier.com/content/affiliation/affiliation_id/60021007
PO Box 1346,Hawaii Institute Marine Biology,Kaneohe,United States,AFFILIATION_ID:60021013,https://api.elsevier.com/content/affiliation/affiliation_id/60021013
,Barwon Health,Geelong,Australia,AFFILIATION_ID:60021050,https://api.elsevier.com/content/affiliation/affiliation_id/60021050
Thivon and Levadias Street,Aghia Sophia Children's Hospital,Athens,Greece,AFFILIATION_ID:60021061,https://api.elsevier.com/content/affiliation/affiliation_id/60021061
181 Taichung Harbor Road Section 3,Tunghai University,Taichung,Taiwan,AFFILIATION_ID:60021062,https://api.elsevier.com/content/affiliation/affiliation_id/60021062
11000 University Pkwy,University of West Florida,Pensacola,United States,AFFILIATION_ID:60021071,https://api.elsevier.com/content/affiliation/affiliation_id/60021071
"2, avenue Martin Luther King",Hopital Dupuytren,Limoges,France,AFFILIATION_ID:60021073,https://api.elsevier.com/content/affiliation/affiliation_id/60021073
,Yanco Agricultural Institute,,Australia,AFFILIATION_ID:60021094,https://api.elsevier.com/content/affiliation/affiliation_id/60021094
"101, Daehak-Ro Jongno-Gu",Seoul National University Hospital,Seoul,South Korea,AFFILIATION_ID:60021119,https://api.elsevier.com/content/affiliation/affiliation_id/60021119
"39-1,Kurokami 2-chome",Kumamoto University,Kumamoto,Japan,AFFILIATION_ID:60021120,https://api.elsevier.com/content/affiliation/affiliation_id/60021120
,Indiana University,Bloomington,United States,AFFILIATION_ID:60021121,https://api.elsevier.com/content/affiliation/affiliation_id/60021121
1440 Canal Street,Tulane University School of Public Health and Tropical Medicine,New Orleans,United States,AFFILIATION_ID:60021134,https://api.elsevier.com/content/affiliation/affiliation_id/60021134
PO Box 6201,West Virginia University,Morgantown,United States,AFFILIATION_ID:60021143,https://api.elsevier.com/content/affiliation/affiliation_id/60021143
9500 Euclid Avenue,Cleveland Clinic Foundation,Cleveland,United States,AFFILIATION_ID:60021160,https://api.elsevier.com/content/affiliation/affiliation_id/60021160
"No. 135, Xingang Xi Road",Sun Yat-Sen University,Guangzhou,China,AFFILIATION_ID:60021182,https://api.elsevier.com/content/affiliation/affiliation_id/60021182
4000 Reservoir Road NW,Georgetown University Medical Center,"Washington, D.C.",United States,AFFILIATION_ID:60021191,https://api.elsevier.com/content/affiliation/affiliation_id/60021191
"Piazzale Aldo Moro,7",Consiglio Nazionale delle Ricerche,Rome,Italy,AFFILIATION_ID:60021199,https://api.elsevier.com/content/affiliation/affiliation_id/60021199
North Zhongshan Road Campus: 3663 N. Zhongshan Rd.,East China Normal University,Shanghai,China,AFFILIATION_ID:60021200,https://api.elsevier.com/content/affiliation/affiliation_id/60021200
300 Syuefu Road,National Chiayi University,Chiayi,Taiwan,AFFILIATION_ID:60021238,https://api.elsevier.com/content/affiliation/affiliation_id/60021238
,National Center for Atmospheric Research,Boulder,United States,AFFILIATION_ID:60021243,https://api.elsevier.com/content/affiliation/affiliation_id/60021243
Breivika,UiT The Arctic University of Norway,Tromso,Norway,AFFILIATION_ID:60021255,https://api.elsevier.com/content/affiliation/affiliation_id/60021255
,Universite Paris 1 Pantheon-Sorbonne,Paris,France,AFFILIATION_ID:60021260,https://api.elsevier.com/content/affiliation/affiliation_id/60021260
2500 Broadway,Texas Tech University at Lubbock,Lubbock,United States,AFFILIATION_ID:60021285,https://api.elsevier.com/content/affiliation/affiliation_id/60021285
Domstrasse 11,Ernst-Moritz-Arndt-Universität Greifswald,Greifswald,Germany,AFFILIATION_ID:60021311,https://api.elsevier.com/content/affiliation/affiliation_id/60021311
ul. św. Anny 12,Uniwersytet Jagielloński Collegium Medicum,Krakow,Poland,AFFILIATION_ID:60021323,https://api.elsevier.com/content/affiliation/affiliation_id/60021323
,"Umweltbundesamt, Germany",Dessau-Rosslau,Germany,AFFILIATION_ID:60021327,https://api.elsevier.com/content/affiliation/affiliation_id/60021327
PO Box 7060,Malaghan Institute of Medical Research,Wellington,New Zealand,AFFILIATION_ID:60021336,https://api.elsevier.com/content/affiliation/affiliation_id/60021336
No. 1 Nantai Street,Southern Taiwan University of Technology,Yung Kung,Taiwan,AFFILIATION_ID:60021353,https://api.elsevier.com/content/affiliation/affiliation_id/60021353
Stenbackinkatu 11,Hospital for Children and Adolescents,Helsinki,Finland,AFFILIATION_ID:60021365,https://api.elsevier.com/content/affiliation/affiliation_id/60021365
43 New Scotland Avenue,Albany Medical Center,Albany,United States,AFFILIATION_ID:60021390,https://api.elsevier.com/content/affiliation/affiliation_id/60021390
"Garrod Building, Turner Street, Whitechapel",Barts and The London School of Medicine and Dentistry,London,United Kingdom,AFFILIATION_ID:60021435,https://api.elsevier.com/content/affiliation/affiliation_id/60021435
Lodi Road,India Meteorological Department,New Delhi,India,AFFILIATION_ID:60021495,https://api.elsevier.com/content/affiliation/affiliation_id/60021495
,University of Notre Dame,Notre Dame,United States,AFFILIATION_ID:60021508,https://api.elsevier.com/content/affiliation/affiliation_id/60021508
5915 Ponce de Leon Boulevard,University of Miami Leonard M. Miller School of Medicine,Miami,United States,AFFILIATION_ID:60021519,https://api.elsevier.com/content/affiliation/affiliation_id/60021519
Shonan Village,The Graduate University for Advanced Studies,Hayama,Japan,AFFILIATION_ID:60021523,https://api.elsevier.com/content/affiliation/affiliation_id/60021523
20A Inverleith Row,Royal Botanic Garden Edinburgh,Edinburgh,United Kingdom,AFFILIATION_ID:60021541,https://api.elsevier.com/content/affiliation/affiliation_id/60021541
Rua Felix da Cunha 412,Universidade Catolica de Pelotas,Pelotas,Brazil,AFFILIATION_ID:60021547,https://api.elsevier.com/content/affiliation/affiliation_id/60021547
,CHU Hôpitaux de Bordeaux,Talence,France,AFFILIATION_ID:60021564,https://api.elsevier.com/content/affiliation/affiliation_id/60021564
,AP-HP Assistance Publique - Hopitaux de Paris,Paris,France,AFFILIATION_ID:60021567,https://api.elsevier.com/content/affiliation/affiliation_id/60021567
"6431 Fannin Street, Suite G.150",University of Texas Medical School at Houston,Houston,United States,AFFILIATION_ID:60021568,https://api.elsevier.com/content/affiliation/affiliation_id/60021568
11100 Euclid Avenue,University Hospitals Case Medical Center,Cleveland,United States,AFFILIATION_ID:60021578,https://api.elsevier.com/content/affiliation/affiliation_id/60021578
70 Linhsi Road,"Soochow University, Taipei",Taipei,Taiwan,AFFILIATION_ID:60021584,https://api.elsevier.com/content/affiliation/affiliation_id/60021584
"Shah Mina Rd, Chowk",King George's Medical University,Lucknow,India,AFFILIATION_ID:60021599,https://api.elsevier.com/content/affiliation/affiliation_id/60021599
Room 2306 1 King's College Circle,University of Toronto Faculty of Medicine,Toronto,Canada,AFFILIATION_ID:60021600,https://api.elsevier.com/content/affiliation/affiliation_id/60021600
de Colmenar Viejo,Hospital Ramon y Cajal,Madrid,Spain,AFFILIATION_ID:60021609,https://api.elsevier.com/content/affiliation/affiliation_id/60021609
157 Baojian Road,Harbin Medical University,Harbin,China,AFFILIATION_ID:60021615,https://api.elsevier.com/content/affiliation/affiliation_id/60021615
2801 W. Bancroft,University of Toledo,Toledo,United States,AFFILIATION_ID:60021624,https://api.elsevier.com/content/affiliation/affiliation_id/60021624
"33, avenue de Valombrose",Centre Antoine  Lacassagne,Nice,France,AFFILIATION_ID:60021628,https://api.elsevier.com/content/affiliation/affiliation_id/60021628
1600 Clifton Rd,Centers for Disease Control and Prevention,Atlanta,United States,AFFILIATION_ID:60021658,https://api.elsevier.com/content/affiliation/affiliation_id/60021658
"Piazza dei Caprettari, 70",Istituto Nazionale di Fisica Nucleare - INFN,Rome,Italy,AFFILIATION_ID:60021660,https://api.elsevier.com/content/affiliation/affiliation_id/60021660
PO Box 204,King Fahad Central Hospital,Jizan,Saudi Arabia,AFFILIATION_ID:60021686,https://api.elsevier.com/content/affiliation/affiliation_id/60021686
,"Faculdade de Medicina, Universidade de Lisboa",Lisbon,Portugal,AFFILIATION_ID:60021696,https://api.elsevier.com/content/affiliation/affiliation_id/60021696
The Lodge Sandy,Royal Society for the Protection of Birds,Bedford,United Kingdom,AFFILIATION_ID:60021721,https://api.elsevier.com/content/affiliation/affiliation_id/60021721
,NOAA Atlantic Oceanographic and Meteorological Laboratory,Miami,United States,AFFILIATION_ID:60021738,https://api.elsevier.com/content/affiliation/affiliation_id/60021738
Am Neuen Palais 10,Universität Potsdam,Potsdam,Germany,AFFILIATION_ID:60021763,https://api.elsevier.com/content/affiliation/affiliation_id/60021763
,Nantong University,Nantong,China,AFFILIATION_ID:60021783,https://api.elsevier.com/content/affiliation/affiliation_id/60021783
70 Washington Square South,New York University,New York,United States,AFFILIATION_ID:60021784,https://api.elsevier.com/content/affiliation/affiliation_id/60021784
Vrazov trg 2,University of Ljubljana Faculty of Medicine,Ljubljana,Slovenia,AFFILIATION_ID:60021802,https://api.elsevier.com/content/affiliation/affiliation_id/60021802
Droevendaalsesteeg 10,Netherlands Institute of Ecology,Wageningen,Netherlands,AFFILIATION_ID:60021850,https://api.elsevier.com/content/affiliation/affiliation_id/60021850
Piazza San Marco 4,Università degli Studi di Firenze,Florence,Italy,AFFILIATION_ID:60021859,https://api.elsevier.com/content/affiliation/affiliation_id/60021859
Universitetsalléen 11,Nord universitet,Bodo,Norway,AFFILIATION_ID:60021876,https://api.elsevier.com/content/affiliation/affiliation_id/60021876
2-1-18 Kannondai,"Institute of Crop Science, NARO",Tsukuba,Japan,AFFILIATION_ID:60021880,https://api.elsevier.com/content/affiliation/affiliation_id/60021880
Park Row,University of Greenwich,London,United Kingdom,AFFILIATION_ID:60021889,https://api.elsevier.com/content/affiliation/affiliation_id/60021889
,University of Toyama,Toyama,Japan,AFFILIATION_ID:60021895,https://api.elsevier.com/content/affiliation/affiliation_id/60021895
rivate bag X20 Hatfield,Universiteit van Pretoria,Pretoria,South Africa,AFFILIATION_ID:60021902,https://api.elsevier.com/content/affiliation/affiliation_id/60021902
,University of Virginia,Charlottesville,United States,AFFILIATION_ID:60021918,https://api.elsevier.com/content/affiliation/affiliation_id/60021918
Altenbergerstrasse 69,Johannes Kepler Universitat Linz,Linz,Austria,AFFILIATION_ID:60021931,https://api.elsevier.com/content/affiliation/affiliation_id/60021931
50 Phahonyothin Road,Kasetsart University,Bangkok,Thailand,AFFILIATION_ID:60021944,https://api.elsevier.com/content/affiliation/affiliation_id/60021944
,Shiraz University of Medical Sciences,Shiraz,Iran,AFFILIATION_ID:60021948,https://api.elsevier.com/content/affiliation/affiliation_id/60021948
Azadi Square,Razi University,Kermanshah,Iran,AFFILIATION_ID:60021967,https://api.elsevier.com/content/affiliation/affiliation_id/60021967
,The University of Warwick,Coventry,United Kingdom,AFFILIATION_ID:60022020,https://api.elsevier.com/content/affiliation/affiliation_id/60022020
2-1 Honsho 2-Chome,Kumamoto University School of Health Sciences,Kumamoto,Japan,AFFILIATION_ID:60022024,https://api.elsevier.com/content/affiliation/affiliation_id/60022024
5850 E. Still Circle,"A. T. Still University, Mesa",Mesa,United States,AFFILIATION_ID:60022026,https://api.elsevier.com/content/affiliation/affiliation_id/60022026
Bornova,Ege Üniversitesi,Izmir,Turkey,AFFILIATION_ID:60022028,https://api.elsevier.com/content/affiliation/affiliation_id/60022028
Aftabuddin Ahmed Raod,"Independent University, Bangladesh","Bashundhara R/A,",Bangladesh,AFFILIATION_ID:60022044,https://api.elsevier.com/content/affiliation/affiliation_id/60022044
All Saints Building,Manchester Metropolitan University,Manchester,United Kingdom,AFFILIATION_ID:60022046,https://api.elsevier.com/content/affiliation/affiliation_id/60022046
"Westvest 7,",IHE Delft Institute for Water Education,Delft,Netherlands,AFFILIATION_ID:60022091,https://api.elsevier.com/content/affiliation/affiliation_id/60022091
"250, Wu-Xin Street",Taipei Medical University,Taipei,Taiwan,AFFILIATION_ID:60022095,https://api.elsevier.com/content/affiliation/affiliation_id/60022095
215 Euston Road,Wellcome Trust,London,United Kingdom,AFFILIATION_ID:60022106,https://api.elsevier.com/content/affiliation/affiliation_id/60022106
Alfred-Herrhausen-Str. 50,Universität Witten/Herdecke,Witten,Germany,AFFILIATION_ID:60022113,https://api.elsevier.com/content/affiliation/affiliation_id/60022113
Jabutinski Street,Rabin Medical Center Israel,Petah Tiqwa,Israel,AFFILIATION_ID:60022119,https://api.elsevier.com/content/affiliation/affiliation_id/60022119
College Gate,University of St Andrews,St. Andrews,United Kingdom,AFFILIATION_ID:60022132,https://api.elsevier.com/content/affiliation/affiliation_id/60022132
"Fredrik Bajers Vej 5, Postboks 159",Aalborg Universitet,Aalborg,Denmark,AFFILIATION_ID:60022134,https://api.elsevier.com/content/affiliation/affiliation_id/60022134
Gower Street,UCL,London,United Kingdom,AFFILIATION_ID:60022148,https://api.elsevier.com/content/affiliation/affiliation_id/60022148
"241 Weijin Road, Hexi District",Tianjin Normal University,Tianjin,China,AFFILIATION_ID:60022149,https://api.elsevier.com/content/affiliation/affiliation_id/60022149
5-1 Shikata-Cho 2-Chome,Okayama University Medical School,Okayama,Japan,AFFILIATION_ID:60022154,https://api.elsevier.com/content/affiliation/affiliation_id/60022154
"Govandi Station Road, Deonar, Opposite Sanjona Chamber",International Institute for Population Sciences,Mumbai,India,AFFILIATION_ID:60022158,https://api.elsevier.com/content/affiliation/affiliation_id/60022158
135 Nanhsiao Street,Changhua Christian Hospital Taiwan,Changhua,Taiwan,AFFILIATION_ID:60022174,https://api.elsevier.com/content/affiliation/affiliation_id/60022174
Old Elvet,University of Durham,Durham,United Kingdom,AFFILIATION_ID:60022175,https://api.elsevier.com/content/affiliation/affiliation_id/60022175
,"King Chulalongkorn Memorial Hospital, Faculty of Medicine Chulalongkorn University",,Thailand,AFFILIATION_ID:60022183,https://api.elsevier.com/content/affiliation/affiliation_id/60022183
University Drive,University of Canberra,Canberra,Australia,AFFILIATION_ID:60022193,https://api.elsevier.com/content/affiliation/affiliation_id/60022193
77 Massachusetts Avenue,Massachusetts Institute of Technology,Cambridge,United States,AFFILIATION_ID:60022195,https://api.elsevier.com/content/affiliation/affiliation_id/60022195
Teollisuuskatu 23,Finnish Museum of Natural History,Helsinki,Finland,AFFILIATION_ID:60022214,https://api.elsevier.com/content/affiliation/affiliation_id/60022214
PO Box 23350,Bill and Melinda Gates Foundation,Seattle,United States,AFFILIATION_ID:60022241,https://api.elsevier.com/content/affiliation/affiliation_id/60022241
100 Pingleyuan,Beijing University of Technology,Beijing,China,AFFILIATION_ID:60022281,https://api.elsevier.com/content/affiliation/affiliation_id/60022281
323 E Chestnut Street,University of Louisville Health Sciences Center,Louisville,United States,AFFILIATION_ID:60022286,https://api.elsevier.com/content/affiliation/affiliation_id/60022286
Route de la Corniche 10,Institut Universitaire de Médecine Sociale et Préventive Lausanne,Lausanne,Switzerland,AFFILIATION_ID:60022307,https://api.elsevier.com/content/affiliation/affiliation_id/60022307
"8050, Ikarashi 2-nocho",Niigata University,Niigata,Japan,AFFILIATION_ID:60022313,https://api.elsevier.com/content/affiliation/affiliation_id/60022313
Avenida da Universidade,Universidade de Macau,Taipa,Macao,AFFILIATION_ID:60022317,https://api.elsevier.com/content/affiliation/affiliation_id/60022317
,Waitemata District Health Board,North Shore City,New Zealand,AFFILIATION_ID:60022325,https://api.elsevier.com/content/affiliation/affiliation_id/60022325
,Dhaka Medical College and Hospital,Dhaka,Bangladesh,AFFILIATION_ID:60022339,https://api.elsevier.com/content/affiliation/affiliation_id/60022339
32 Campus Drive,University of Montana,Missoula,United States,AFFILIATION_ID:60022355,https://api.elsevier.com/content/affiliation/affiliation_id/60022355
Edifici C Universitat Autonoma de Barcelona,CREAF - Centre de Recerca Ecològica i Aplicacions Forestals,Cerdanyola del Valles,Spain,AFFILIATION_ID:60022367,https://api.elsevier.com/content/affiliation/affiliation_id/60022367
Rua do Bispo 83,Universidade Estacio de Sa,Rio de Janeiro,Brazil,AFFILIATION_ID:60022378,https://api.elsevier.com/content/affiliation/affiliation_id/60022378
73 Mt. Wayte Avenue,Framingham Heart Study,Framingham,United States,AFFILIATION_ID:60022386,https://api.elsevier.com/content/affiliation/affiliation_id/60022386
Technion City,Technion - Israel Institute of Technology,Haifa,Israel,AFFILIATION_ID:60022403,https://api.elsevier.com/content/affiliation/affiliation_id/60022403
"99 Daehak-ro, Yuseong-gu",Chungnam National University,Daejeon,South Korea,AFFILIATION_ID:60022417,https://api.elsevier.com/content/affiliation/affiliation_id/60022417
Universidad No. 655,Instituto Nacional de Salud Pública. México,Cuernavaca,Mexico,AFFILIATION_ID:60022420,https://api.elsevier.com/content/affiliation/affiliation_id/60022420
Universitätsplatz 3,Karl-Franzens-Universitat Graz,Graz,Austria,AFFILIATION_ID:60022457,https://api.elsevier.com/content/affiliation/affiliation_id/60022457
,Hospital de Ninos Sor Maria Ludovica,La Plata,Argentina,AFFILIATION_ID:60022460,https://api.elsevier.com/content/affiliation/affiliation_id/60022460
,Naresuan University,Pitsanulok,Thailand,AFFILIATION_ID:60022498,https://api.elsevier.com/content/affiliation/affiliation_id/60022498
"Culbertson Hall, 100",Montana State University,Bozeman,United States,AFFILIATION_ID:60022522,https://api.elsevier.com/content/affiliation/affiliation_id/60022522
33 Fucheng Road,Beijing Technology & Business University,Beijing,China,AFFILIATION_ID:60022528,https://api.elsevier.com/content/affiliation/affiliation_id/60022528
Northminster House,Natural England,Peterborough,United Kingdom,AFFILIATION_ID:60022571,https://api.elsevier.com/content/affiliation/affiliation_id/60022571
Elm & Carlton Streets,Roswell Park Cancer Institute,Buffalo,United States,AFFILIATION_ID:60022577,https://api.elsevier.com/content/affiliation/affiliation_id/60022577
"No.164, Xingangxi Road",South China Seas Institute of Oceanography Chinese Academy of Sciences,Guangzhou,China,AFFILIATION_ID:60022598,https://api.elsevier.com/content/affiliation/affiliation_id/60022598
Veer Savarkar Marg Mahim,P.D. Hinduja National Hospital and Medical Research Centre,Mumbai,India,AFFILIATION_ID:60022629,https://api.elsevier.com/content/affiliation/affiliation_id/60022629
162 HePing East Road Section 1,National Taiwan Normal University,Taipei,Taiwan,AFFILIATION_ID:60022637,https://api.elsevier.com/content/affiliation/affiliation_id/60022637
Postfach 2669,Universitätsklinikum Tübingen Medizinische Fakultät,Tubingen,Germany,AFFILIATION_ID:60022653,https://api.elsevier.com/content/affiliation/affiliation_id/60022653
,University of Connecticut,Storrs,United States,AFFILIATION_ID:60022659,https://api.elsevier.com/content/affiliation/affiliation_id/60022659
,Ramkhamhaeng University,Bangkok,Thailand,AFFILIATION_ID:60022676,https://api.elsevier.com/content/affiliation/affiliation_id/60022676
,University of New Mexico Health Sciences Center,Albuquerque,United States,AFFILIATION_ID:60022693,https://api.elsevier.com/content/affiliation/affiliation_id/60022693
"Kingsley Dunham Centre,Keyworth",British Geological Survey,Nottingham,United Kingdom,AFFILIATION_ID:60022706,https://api.elsevier.com/content/affiliation/affiliation_id/60022706
"Ayatollah Kashani Boulevard, P.O. Box 618",Shahrekord University of Medical Sciences,Shahr-e Kord,Iran,AFFILIATION_ID:60022730,https://api.elsevier.com/content/affiliation/affiliation_id/60022730
Donmuang,Bhumibol Adulyadej Hospital,,Thailand,AFFILIATION_ID:60022738,https://api.elsevier.com/content/affiliation/affiliation_id/60022738
5-1-1 Tsukiji,National Cancer Center Tokyo,Tokyo,Japan,AFFILIATION_ID:60022755,https://api.elsevier.com/content/affiliation/affiliation_id/60022755
660 South Euclid Avenue,Washington University School of Medicine in St. Louis,St. Louis,United States,AFFILIATION_ID:60022756,https://api.elsevier.com/content/affiliation/affiliation_id/60022756
"Velenjak St. , Shahid Chamran Highway","Shahid Beheshti University of Medical Sciences, Research Institute for Endocrine Science",Tehran,Iran,AFFILIATION_ID:60022761,https://api.elsevier.com/content/affiliation/affiliation_id/60022761
34 Hospital Road,Prince Philip Dental Hospital,,Hong Kong,AFFILIATION_ID:60022769,https://api.elsevier.com/content/affiliation/affiliation_id/60022769
Piazza Umberto I s/n,Università degli Studi di Bari,Bari,Italy,AFFILIATION_ID:60022778,https://api.elsevier.com/content/affiliation/affiliation_id/60022778
107 Mesogion Avenue,Henry Dunant Hospital,Athens,Greece,AFFILIATION_ID:60022782,https://api.elsevier.com/content/affiliation/affiliation_id/60022782
,Hôpital Bichat-Claude-Bernard AP-HP,Paris,France,AFFILIATION_ID:60022785,https://api.elsevier.com/content/affiliation/affiliation_id/60022785
28 Westhampton Way,University of Richmond,Richmond,United States,AFFILIATION_ID:60022793,https://api.elsevier.com/content/affiliation/affiliation_id/60022793
108 W South St,University of Central Missouri,Warrensburg,United States,AFFILIATION_ID:60022819,https://api.elsevier.com/content/affiliation/affiliation_id/60022819
,St Mary's Hospital London,London,United Kingdom,AFFILIATION_ID:60022871,https://api.elsevier.com/content/affiliation/affiliation_id/60022871
1-21-1 Toyama,National Center for Global Health and Medicine,Tokyo,Japan,AFFILIATION_ID:60022886,https://api.elsevier.com/content/affiliation/affiliation_id/60022886
1005 Drive,Meharry Medical College,Nashville,United States,AFFILIATION_ID:60022974,https://api.elsevier.com/content/affiliation/affiliation_id/60022974
7-44-1 Jindaijihigashimachi,Japan Aerospace Exploration Agency,Chofu,Japan,AFFILIATION_ID:60022990,https://api.elsevier.com/content/affiliation/affiliation_id/60022990
301 McKinly Lab,University of Delaware,Newark,United States,AFFILIATION_ID:60023004,https://api.elsevier.com/content/affiliation/affiliation_id/60023004
3737 Market Street,Penn Medicine,Philadelphia,United States,AFFILIATION_ID:60023009,https://api.elsevier.com/content/affiliation/affiliation_id/60023009
Campus de Bellaterra,Universitat Autònoma de Barcelona,Barcelona,Spain,AFFILIATION_ID:60023020,https://api.elsevier.com/content/affiliation/affiliation_id/60023020
200 Elizabeth Street,Toronto General Hospital,Toronto,Canada,AFFILIATION_ID:60023022,https://api.elsevier.com/content/affiliation/affiliation_id/60023022
Eduard Wallnofer-Zentrum 1,"Private Universitat fur Gesundheitswissenschaften, Medizinische Informatik und Technik",Hall/Tyrol,Austria,AFFILIATION_ID:60023048,https://api.elsevier.com/content/affiliation/affiliation_id/60023048
1-30 Fujigaoka Aoba-ku,Showa University Fujigaoka Hospital,Yokohama,Japan,AFFILIATION_ID:60023049,https://api.elsevier.com/content/affiliation/affiliation_id/60023049
Olav Kyrres gate 17,St. Olavs Hospital,Trondheim,Norway,AFFILIATION_ID:60023052,https://api.elsevier.com/content/affiliation/affiliation_id/60023052
Carretera a Zipolite,"Universidad del Mar, Puerto Ángel",Puerto Angel,Mexico,AFFILIATION_ID:60023058,https://api.elsevier.com/content/affiliation/affiliation_id/60023058
900 Kajwa-dong,Gyeongsang National University,Jinju,South Korea,AFFILIATION_ID:60023075,https://api.elsevier.com/content/affiliation/affiliation_id/60023075
4245 North Fairfax Drive,"John Snow, Inc.",Arlington,United States,AFFILIATION_ID:60023115,https://api.elsevier.com/content/affiliation/affiliation_id/60023115
"64/13, Volodymyrska Street",Taras Shevchenko National University of Kyiv,Kiev,Ukraine,AFFILIATION_ID:60023137,https://api.elsevier.com/content/affiliation/affiliation_id/60023137
,Tufts University,Medford,United States,AFFILIATION_ID:60023143,https://api.elsevier.com/content/affiliation/affiliation_id/60023143
Socinstrasse 57,Swiss Tropical and Public Health Institute (Swiss TPH),Basel,Switzerland,AFFILIATION_ID:60023146,https://api.elsevier.com/content/affiliation/affiliation_id/60023146
1-1-1 Tsushima-Naka,Okayama University,Okayama,Japan,AFFILIATION_ID:60023147,https://api.elsevier.com/content/affiliation/affiliation_id/60023147
303 Cooper Street,Rutgers University–Camden,Camden,United States,AFFILIATION_ID:60023184,https://api.elsevier.com/content/affiliation/affiliation_id/60023184
171 Ashley Avenue,Medical University of South Carolina,Charleston,United States,AFFILIATION_ID:60023222,https://api.elsevier.com/content/affiliation/affiliation_id/60023222
"No. 19, XinJieKouWai St., HaiDian District",Beijing Normal University,Beijing,China,AFFILIATION_ID:60023237,https://api.elsevier.com/content/affiliation/affiliation_id/60023237
450 Clarkson Avenue,SUNY Downstate Medical Center,New York,United States,AFFILIATION_ID:60023247,https://api.elsevier.com/content/affiliation/affiliation_id/60023247
Keine Angabe,Universitätsklinikum Jena und Medizinische Fakultät,Jena,Germany,AFFILIATION_ID:60023251,https://api.elsevier.com/content/affiliation/affiliation_id/60023251
1-1 Ohwashi,Japan International Research Center for Agricultural Sciences,Tsukuba,Japan,AFFILIATION_ID:60023286,https://api.elsevier.com/content/affiliation/affiliation_id/60023286
Gamal Abdel Nasser Street,Minufiya University,Shebin el Kom,Egypt,AFFILIATION_ID:60023291,https://api.elsevier.com/content/affiliation/affiliation_id/60023291
4610 X Street,UC Davis School of Medicine,Sacramento,United States,AFFILIATION_ID:60023317,https://api.elsevier.com/content/affiliation/affiliation_id/60023317
Jeppiaar Nagar Rajiv Gandhi Road,Sathyabama Institute of Science and Technology,Chennai,India,AFFILIATION_ID:60023330,https://api.elsevier.com/content/affiliation/affiliation_id/60023330
"Viale del Policlinico,155",Azienda Policlinico Umberto I,Rome,Italy,AFFILIATION_ID:60023359,https://api.elsevier.com/content/affiliation/affiliation_id/60023359
,Rangsit University,Patum Thani,Thailand,AFFILIATION_ID:60023366,https://api.elsevier.com/content/affiliation/affiliation_id/60023366
"No.174 Shazheng St., Shapingba District",Chongqing University,Chongqing,China,AFFILIATION_ID:60023380,https://api.elsevier.com/content/affiliation/affiliation_id/60023380
